ensembl_gene_id,external_gene_name,gene_age,gene_Interval,gene_branch
ENSMUSG00000073435,NME3,645,615-676,14
ENSMUSG00000038880,MRPS34,680,676-684,13
ENSMUSG00000024160,SPSB3,544,473-615,15
ENSMUSG00000042675,YPEL3,454,435-473,16
ENSMUSG00000030703,GDPD3,950,948-952,9
ENSMUSG00000063065,MAPK3,454,435-473,16
ENSMUSG00000029310,NUDT9,987,952-1023,8
ENSMUSG00000030727,RABEP2,454,435-473,16
ENSMUSG00000020868,XYLT2,987,952-1023,8
ENSMUSG00000020752,RECQL5,645,615-676,14
ENSMUSG00000025582,NPTX1,168,159-177,21
ENSMUSG00000020776,FBF1,645,615-676,14
ENSMUSG00000001036,EPN2,886,824-948,10
ENSMUSG00000001039,B9D1,987,952-1023,8
ENSMUSG00000059003,GRIN2A,950,948-952,9
ENSMUSG00000022505,EMP2,645,615-676,14
ENSMUSG00000022503,NUBP1,>4290,>4290,0
ENSMUSG00000038055,DEXI,454,435-473,16
ENSMUSG00000068663,CLEC16A,1714,1660-1768,3
ENSMUSG00000052707,TNRC6A,645,615-676,14
ENSMUSG00000030869,NDUFAB1,1714,1660-1768,3
ENSMUSG00000030868,DCTN5,1488,1480-1496,5
ENSMUSG00000022710,USP7,1714,1660-1768,3
ENSMUSG00000036067,SLC2A6,680,676-684,13
ENSMUSG00000036636,CLCN7,1714,1660-1768,3
ENSMUSG00000073433,ARHGDIG,>4290,>4290,0
ENSMUSG00000041199,RPUSD1,645,615-676,14
ENSMUSG00000022404,SLC25A17,454,435-473,16
ENSMUSG00000041130,ZFP598,>4290,>4290,0
ENSMUSG00000020537,DRG2,>4290,>4290,0
ENSMUSG00000040888,GFER,454,435-473,16
ENSMUSG00000020536,LLGL1,1578,1496-1660,4
ENSMUSG00000002812,FLII,1578,1496-1660,4
ENSMUSG00000002608,CCDC97,645,615-676,14
ENSMUSG00000022407,ADSL,>4290,>4290,0
ENSMUSG00000022412,MIEF1,645,615-676,14
ENSMUSG00000022440,C1QTNF6,645,615-676,14
ENSMUSG00000036599,CHST12,645,615-676,14
ENSMUSG00000036526,CARD11,680,676-684,13
ENSMUSG00000039623,AP5Z1,544,473-615,15
ENSMUSG00000029578,WIPI2,645,615-676,14
ENSMUSG00000038780,SMURF1,544,473-615,15
ENSMUSG00000045078,RNF216,886,824-948,10
ENSMUSG00000039477,TNRC18,645,615-676,14
ENSMUSG00000050822,SLC29A4,645,615-676,14
ENSMUSG00000029625,CPSF4,987,952-1023,8
ENSMUSG00000020534,SHMT1,810,797-824,11
ENSMUSG00000053367,EPP13,50,45-55,30
ENSMUSG00000090981,OLFR718-PS1,5,3-7,36
ENSMUSG00000036578,FXYD7,93,90-96,24
ENSMUSG00000074199,KRTDAP,244,177-312,20
ENSMUSG00000037029,ZFP146,168,159-177,21
ENSMUSG00000059395,NKAPL,544,473-615,15
ENSMUSG00000058897,COL25A1,544,473-615,15
ENSMUSG00000046323,DPPA3,5,3-7,36
ENSMUSG00000069998,OLFR372,50,45-55,30
ENSMUSG00000061561,OLFR373,50,45-55,30
ENSMUSG00000109523,GDF1,382,352-413,18
ENSMUSG00000087408,CERS1,382,352-413,18
ENSMUSG00000070311,OLFR894,77,73-82,26
ENSMUSG00000094588,OLFR898,77,73-82,26
ENSMUSG00000096757,OLFR251,77,73-82,26
ENSMUSG00000094778,OLFR143,77,73-82,26
ENSMUSG00000049864,OLFR250,77,73-82,26
ENSMUSG00000096427,OLFR895,77,73-82,26
ENSMUSG00000111814,OLFR896-PS1,1,0-3,37
ENSMUSG00000045528,OLFR891,77,73-82,26
ENSMUSG00000093901,OLFR893,77,73-82,26
ENSMUSG00000058270,OLFR25,77,73-82,26
ENSMUSG00000050853,OLFR958,93,90-96,24
ENSMUSG00000064110,OLFR963,382,352-413,18
ENSMUSG00000059867,OLFR960,382,352-413,18
ENSMUSG00000059106,OLFR961,382,352-413,18
ENSMUSG00000043331,OLFR975,39,33-45,31
ENSMUSG00000047352,OLFR976,77,73-82,26
ENSMUSG00000048534,JAML,332,312-352,19
ENSMUSG00000064137,RHOX8,14,8-21,34
ENSMUSG00000039956,MRAP,168,159-177,21
ENSMUSG00000056350,KRTAP13-1,39,33-45,31
ENSMUSG00000035352,CCL12,50,45-55,30
ENSMUSG00000020676,CCL11,244,177-312,20
ENSMUSG00000054404,SLFN5,50,45-55,30
ENSMUSG00000069793,SLFN9,544,473-615,15
ENSMUSG00000035208,SLFN8,5,3-7,36
ENSMUSG00000018986,SLFN3,30,29-33,32
ENSMUSG00000072620,SLFN2,62,55-70,29
ENSMUSG00000000204,SLFN4,30,29-33,32
ENSMUSG00000078763,SLFN1,62,55-70,29
ENSMUSG00000094858,OLFR1297,382,352-413,18
ENSMUSG00000109219,OLFR1299,382,352-413,18
ENSMUSG00000108919,OLFR1295,382,352-413,18
ENSMUSG00000095809,OLFR1290,382,352-413,18
ENSMUSG00000109547,OLFR1294,382,352-413,18
ENSMUSG00000057149,OLFR1301,382,352-413,18
ENSMUSG00000109487,OLFR1298,382,352-413,18
ENSMUSG00000044560,OLFR1302,382,352-413,18
ENSMUSG00000048080,OLFR731,382,352-413,18
ENSMUSG00000094692,OLFR738,382,352-413,18
ENSMUSG00000084897,GM14226,1,0-3,37
ENSMUSG00000062961,CCDC177,132,105-159,22
ENSMUSG00000004668,ABCA13,>4290,>4290,0
ENSMUSG00000060187,LRRC10,454,435-473,16
ENSMUSG00000045519,ZFP560,93,90-96,24
ENSMUSG00000053030,SPINK2,132,105-159,22
ENSMUSG00000037014,SSTR4,645,615-676,14
ENSMUSG00000074743,THBD,168,159-177,21
ENSMUSG00000096740,LBHD1,62,55-70,29
ENSMUSG00000116166,GM49403,62,55-70,29
ENSMUSG00000118522,CAAA01077340.1,1,0-3,37
ENSMUSG00000094840,MUC3A,86,82-90,25
ENSMUSG00000079165,SAP25,101,96-105,23
ENSMUSG00000049041,OLFR398,382,352-413,18
ENSMUSG00000047444,OLFR139,77,73-82,26
ENSMUSG00000043692,OLFR399,382,352-413,18
ENSMUSG00000064057,SCGB3A1,244,177-312,20
ENSMUSG00000095737,IGKV11-125,24,21-29,33
ENSMUSG00000076523,IGKV15-103,5,3-7,36
ENSMUSG00000076522,IGKV16-104,5,3-7,36
ENSMUSG00000106403,IGKV20-101-2,77,73-82,26
ENSMUSG00000058741,PRR19,168,159-177,21
ENSMUSG00000002083,BBC3,168,159-177,21
ENSMUSG00000091811,INAFM1,70,70-71,28
ENSMUSG00000042712,TCEAL9,101,96-105,23
ENSMUSG00000090122,KCNE1L,382,352-413,18
ENSMUSG00000040456,HYPM,39,33-45,31
ENSMUSG00000028460,SIT1,244,177-312,20
ENSMUSG00000096646,CR974586.5,5,3-7,36
ENSMUSG00000093996,FAM205A3,168,159-177,21
ENSMUSG00000079774,FAM205A4,168,159-177,21
ENSMUSG00000095207,CR974586.1,168,159-177,21
ENSMUSG00000094576,AC087559.3,5,3-7,36
ENSMUSG00000078721,FAM205A1,168,159-177,21
ENSMUSG00000078746,FAM205A4,168,159-177,21
ENSMUSG00000095552,4933409K07RIK,5,3-7,36
ENSMUSG00000094066,FAM205A2,168,159-177,21
ENSMUSG00000096237,CT868723.1,5,3-7,36
ENSMUSG00000078722,GM12394,5,3-7,36
ENSMUSG00000027919,LCE1G,8,7-8,35
ENSMUSG00000068889,LCE1E,5,3-7,36
ENSMUSG00000032595,CDHR4,454,435-473,16
ENSMUSG00000022941,RIPPLY3,454,435-473,16
ENSMUSG00000048281,DLEU7,382,352-413,18
ENSMUSG00000097919,GM27021,244,177-312,20
ENSMUSG00000043687,1190005I06RIK,244,177-312,20
ENSMUSG00000067430,ZFP763,50,45-55,30
ENSMUSG00000025481,URAH,544,473-615,15
ENSMUSG00000007457,2310003L06RIK,39,33-45,31
ENSMUSG00000028991,MTOR,1714,1660-1768,3
ENSMUSG00000028989,ANGPTL7,544,473-615,15
ENSMUSG00000041936,AGRN,645,615-676,14
ENSMUSG00000110404,RNF223,5,3-7,36
ENSMUSG00000007379,DENND2C,645,615-676,14
ENSMUSG00000070385,AMPD1,1934,1768-2101,2
ENSMUSG00000068823,CSDE1,987,952-1023,8
ENSMUSG00000027854,SIKE1,987,952-1023,8
ENSMUSG00000028747,HTR6,424,413-435,17
ENSMUSG00000041143,TMCO4,1934,1768-2101,2
ENSMUSG00000042116,VWA1,544,473-615,15
ENSMUSG00000027652,RALGAPB,987,952-1023,8
ENSMUSG00000039621,PREX1,680,676-684,13
ENSMUSG00000016346,KCNQ2,544,473-615,15
ENSMUSG00000027577,CHRNA4,645,615-676,14
ENSMUSG00000027582,ZGPAT,987,952-1023,8
ENSMUSG00000027650,TTI1,1578,1496-1660,4
ENSMUSG00000037843,VSTM2L,950,948-952,9
ENSMUSG00000027649,CTNNBL1,645,615-676,14
ENSMUSG00000027490,E2F1,1934,1768-2101,2
ENSMUSG00000059842,ZFP341,680,676-684,13
ENSMUSG00000027598,ITCH,544,473-615,15
ENSMUSG00000022479,VDR,810,797-824,11
ENSMUSG00000022475,HDAC7,454,435-473,16
ENSMUSG00000030086,CHCHD6,454,435-473,16
ENSMUSG00000030084,PLXNA1,544,473-615,15
ENSMUSG00000056643,CHST13,645,615-676,14
ENSMUSG00000030089,SLC41A3,987,952-1023,8
ENSMUSG00000030087,KLF15,886,824-948,10
ENSMUSG00000030270,CPNE9,1714,1660-1768,3
ENSMUSG00000042873,LHFPL4,645,615-676,14
ENSMUSG00000053646,PLXNB1,987,952-1023,8
ENSMUSG00000037003,TNS2,680,676-684,13
ENSMUSG00000052369,TMEM106C,645,615-676,14
ENSMUSG00000068739,SARS,>4290,>4290,0
ENSMUSG00000001962,FAM50A,1578,1496-1660,4
ENSMUSG00000038246,FAM50B,1578,1496-1660,4
ENSMUSG00000031389,ARHGAP4,645,615-676,14
ENSMUSG00000022516,NUDT16L1,886,824-948,10
ENSMUSG00000032566,NUDT16L2,886,824-948,10
ENSMUSG00000032565,NUDT16,39,33-45,31
ENSMUSG00000027610,GSS,>4290,>4290,0
ENSMUSG00000047517,DMBT1,1,0-3,37
ENSMUSG00000006676,USP19,645,615-676,14
ENSMUSG00000052911,LAMB2,645,615-676,14
ENSMUSG00000017300,TNNC2,950,948-952,9
ENSMUSG00000048100,TAF13,1578,1496-1660,4
ENSMUSG00000050213,SNIP1,1714,1660-1768,3
ENSMUSG00000093752,GM20716,>4290,>4290,0
ENSMUSG00000078919,DPM1,>4290,>4290,0
ENSMUSG00000051149,ADNP,645,615-676,14
ENSMUSG00000044641,PARD6B,987,952-1023,8
ENSMUSG00000074582,ARFGEF2,>4290,>4290,0
ENSMUSG00000007659,BCL2L1,987,952-1023,8
ENSMUSG00000009876,COX4I2,950,948-952,9
ENSMUSG00000027459,FAM110A,680,676-684,13
ENSMUSG00000027455,NSFL1C,1934,1768-2101,2
ENSMUSG00000027456,SDCBP2,332,312-352,19
ENSMUSG00000027457,SNPH,645,615-676,14
ENSMUSG00000027568,NTSR1,645,615-676,14
ENSMUSG00000038963,SLCO4A1,680,676-684,13
ENSMUSG00000015627,GATA5,544,473-615,15
ENSMUSG00000038980,RBBP8NL,645,615-676,14
ENSMUSG00000003283,HCK,645,615-676,14
ENSMUSG00000068040,TM9SF4,1578,1496-1660,4
ENSMUSG00000046229,SCAND1,168,159-177,21
ENSMUSG00000033961,ZFP446,168,159-177,21
ENSMUSG00000058638,ZFP110,132,105-159,22
ENSMUSG00000021514,ZFP369,132,105-159,22
ENSMUSG00000058028,ZSCAN5B,39,33-45,31
ENSMUSG00000030757,ZKSCAN2,168,159-177,21
ENSMUSG00000025602,ZFP202,244,177-312,20
ENSMUSG00000070822,ZSCAN18,93,90-96,24
ENSMUSG00000100512,OVOL3,168,159-177,21
ENSMUSG00000040321,ZFP770,332,312-352,19
ENSMUSG00000002265,PEG3,132,105-159,22
ENSMUSG00000051413,PLAGL2,454,435-473,16
ENSMUSG00000022987,ZFP641,244,177-312,20
ENSMUSG00000054939,ZFP174,132,105-159,22
ENSMUSG00000050619,ZSCAN29,244,177-312,20
ENSMUSG00000018347,ZKSCAN6,168,159-177,21
ENSMUSG00000020472,ZKSCAN17,168,159-177,21
ENSMUSG00000044876,ZFP444,132,105-159,22
ENSMUSG00000019817,PLAGL1,244,177-312,20
ENSMUSG00000046020,POFUT1,987,952-1023,8
ENSMUSG00000027475,KIF3B,1714,1660-1768,3
ENSMUSG00000027589,PCMTD2,645,615-676,14
ENSMUSG00000010505,MYT1,680,676-684,13
ENSMUSG00000042203,TBC1D22B,645,615-676,14
ENSMUSG00000011427,ZFP790,39,33-45,31
ENSMUSG00000063047,ZFP780B,24,21-29,33
ENSMUSG00000031374,ZFP92,987,952-1023,8
ENSMUSG00000070495,CTCFL,332,312-352,19
ENSMUSG00000025821,ZFP282,987,952-1023,8
ENSMUSG00000045598,ZFP553,168,159-177,21
ENSMUSG00000067942,ZFP160,987,952-1023,8
ENSMUSG00000078580,E430018J23RIK,987,952-1023,8
ENSMUSG00000045757,ZFP764,987,952-1023,8
ENSMUSG00000048921,ZFP689,987,952-1023,8
ENSMUSG00000045251,ZFP688,987,952-1023,8
ENSMUSG00000061701,FBXW20,5,3-7,36
ENSMUSG00000038346,ZFP384,454,435-473,16
ENSMUSG00000024429,GNL1,>4290,>4290,0
ENSMUSG00000003534,DDR1,454,435-473,16
ENSMUSG00000059714,FLOT1,950,948-952,9
ENSMUSG00000001525,TUBB5,544,473-615,15
ENSMUSG00000061607,MDC1,987,952-1023,8
ENSMUSG00000030689,INO80E,680,676-684,13
ENSMUSG00000007029,VARS,680,676-684,13
ENSMUSG00000007036,ABHD16A,>4290,>4290,0
ENSMUSG00000040511,PVR,132,105-159,22
ENSMUSG00000053559,SMAGP,454,435-473,16
ENSMUSG00000062300,NECTIN2,680,676-684,13
ENSMUSG00000053182,GM609,86,82-90,25
ENSMUSG00000116542,GM17783,5,3-7,36
ENSMUSG00000071552,TIGIT,454,435-473,16
ENSMUSG00000038094,ATP13A4,>4290,>4290,0
ENSMUSG00000048939,ATP13A5,>4290,>4290,0
ENSMUSG00000030302,ATP2B2,886,824-948,10
ENSMUSG00000034112,ATP2C2,>4290,>4290,0
ENSMUSG00000003380,RABAC1,1578,1496-1660,4
ENSMUSG00000054499,DEDD2,454,435-473,16
ENSMUSG00000008496,POU2F2,454,435-473,16
ENSMUSG00000040857,ERF,886,824-948,10
ENSMUSG00000005442,CIC,950,948-952,9
ENSMUSG00000046541,ZFP526,424,413-435,17
ENSMUSG00000057177,GSK3A,>4290,>4290,0
ENSMUSG00000052763,ZFP212,332,312-352,19
ENSMUSG00000054893,ZFP667,132,105-159,22
ENSMUSG00000003378,GRIK5,950,948-952,9
ENSMUSG00000049848,CEACAM19,645,615-676,14
ENSMUSG00000005447,PAFAH1B3,454,435-473,16
ENSMUSG00000063651,CNFN,987,952-1023,8
ENSMUSG00000050232,CXCR3,454,435-473,16
ENSMUSG00000045039,MEGF8,645,615-676,14
ENSMUSG00000040940,ARHGEF1,987,952-1023,8
ENSMUSG00000003379,CD79A,454,435-473,16
ENSMUSG00000003123,LIPE,1292,1105-1480,6
ENSMUSG00000043843,TMEM145,1064,1023-1105,7
ENSMUSG00000030879,MRPL17,>4290,>4290,0
ENSMUSG00000022637,CBLB,645,615-676,14
ENSMUSG00000053175,BCL3,886,824-948,10
ENSMUSG00000002984,TOMM40,1934,1768-2101,2
ENSMUSG00000001247,LSR,454,435-473,16
ENSMUSG00000036634,MAG,544,473-615,15
ENSMUSG00000030468,SIGLECG,544,473-615,15
ENSMUSG00000030474,SIGLECE,544,473-615,15
ENSMUSG00000004609,CD33,544,473-615,15
ENSMUSG00000039013,SIGLECF,544,473-615,15
ENSMUSG00000051504,SIGLECH,39,33-45,31
ENSMUSG00000074277,PHLDB3,454,435-473,16
ENSMUSG00000064254,ETHE1,950,948-952,9
ENSMUSG00000032259,DRD2,680,676-684,13
ENSMUSG00000051768,XRCC1,645,615-676,14
ENSMUSG00000118560,LIM2,454,435-473,16
ENSMUSG00000107482,ETFBL,>4290,>4290,0
ENSMUSG00000004610,ETFB,>4290,>4290,0
ENSMUSG00000058239,USF2,645,615-676,14
ENSMUSG00000013367,IGLON5,454,435-473,16
ENSMUSG00000019429,FFAR3,645,615-676,14
ENSMUSG00000051314,FFAR2,645,615-676,14
ENSMUSG00000028842,AGO3,332,312-352,19
ENSMUSG00000041530,AGO1,544,473-615,15
ENSMUSG00000012117,DHDDS,645,615-676,14
ENSMUSG00000108398,GM30191,93,90-96,24
ENSMUSG00000050105,GRRP1,680,676-684,13
ENSMUSG00000028854,SLC9A1,1934,1768-2101,2
ENSMUSG00000037306,MAN1C1,454,435-473,16
ENSMUSG00000037157,IL22RA1,332,312-352,19
ENSMUSG00000022971,IFNAR2,332,312-352,19
ENSMUSG00000020009,IFNGR1,424,413-435,17
ENSMUSG00000037139,MYOM3,950,948-952,9
ENSMUSG00000028675,PNRC2,680,676-684,13
ENSMUSG00000062585,CNR2,454,435-473,16
ENSMUSG00000023075,AKIRIN1,544,473-615,15
ENSMUSG00000043333,RHBDL2,>4290,>4290,0
ENSMUSG00000028647,MYCBP,1714,1660-1768,3
ENSMUSG00000028278,RRAGD,1714,1660-1768,3
ENSMUSG00000028646,RRAGC,1714,1660-1768,3
ENSMUSG00000090125,POU3F1,950,948-952,9
ENSMUSG00000093668,POU5F2,77,73-82,26
ENSMUSG00000024406,POU5F1,950,948-952,9
ENSMUSG00000028907,UTP11,>4290,>4290,0
ENSMUSG00000032643,FHL3,886,824-948,10
ENSMUSG00000028871,RSPO1,645,615-676,14
ENSMUSG00000028869,GNL2,>4290,>4290,0
ENSMUSG00000042707,DNALI1,987,952-1023,8
ENSMUSG00000028862,MAP3K6,645,615-676,14
ENSMUSG00000028849,MAP7D1,645,615-676,14
ENSMUSG00000043962,THRAP3,645,615-676,14
ENSMUSG00000073758,SH3D21,1488,1480-1496,5
ENSMUSG00000050212,EVA1B,645,615-676,14
ENSMUSG00000042608,STK40,987,952-1023,8
ENSMUSG00000042616,OSCP1,987,952-1023,8
ENSMUSG00000028861,MRPS15,1714,1660-1768,3
ENSMUSG00000028859,CSF3R,454,435-473,16
ENSMUSG00000001985,GRIK3,950,948-952,9
ENSMUSG00000042677,ZC3H12A,680,676-684,13
ENSMUSG00000028894,INPP5B,1934,1768-2101,2
ENSMUSG00000028890,MTF1,1578,1496-1660,4
ENSMUSG00000096036,GM21778,5,3-7,36
ENSMUSG00000094081,GM20826,5,3-7,36
ENSMUSG00000094484,GM21244,5,3-7,36
ENSMUSG00000093927,GM20918,5,3-7,36
ENSMUSG00000093848,GM20865,5,3-7,36
ENSMUSG00000096898,GM20867,5,3-7,36
ENSMUSG00000094660,GM21394,5,3-7,36
ENSMUSG00000103468,GM21440,5,3-7,36
ENSMUSG00000094773,GM21812,5,3-7,36
ENSMUSG00000093903,GM21454,5,3-7,36
ENSMUSG00000096666,GM20852,5,3-7,36
ENSMUSG00000095032,GM21310,5,3-7,36
ENSMUSG00000096686,GM20830,5,3-7,36
ENSMUSG00000094838,GM20828,5,3-7,36
ENSMUSG00000095267,SSTY1,5,3-7,36
ENSMUSG00000079806,GM21719,5,3-7,36
ENSMUSG00000095867,GM20917,5,3-7,36
ENSMUSG00000095302,SSTY2,5,3-7,36
ENSMUSG00000091077,GM21292,5,3-7,36
ENSMUSG00000099550,GM28079,5,3-7,36
ENSMUSG00000021395,SPIN1,544,473-615,15
ENSMUSG00000020331,HCN2,987,952-1023,8
ENSMUSG00000035890,RNF126,645,615-676,14
ENSMUSG00000011306,SUGP1,645,615-676,14
ENSMUSG00000003068,STK11,>4290,>4290,0
ENSMUSG00000035640,CBARP,645,615-676,14
ENSMUSG00000036199,NDUFA13,1934,1768-2101,2
ENSMUSG00000036180,GATAD2A,950,948-952,9
ENSMUSG00000002343,ARMC6,1578,1496-1660,4
ENSMUSG00000002346,SLC25A42,645,615-676,14
ENSMUSG00000002341,NCAN,645,615-676,14
ENSMUSG00000036151,TM6SF2,680,676-684,13
ENSMUSG00000038170,PDE4DIP,886,824-948,10
ENSMUSG00000043541,CASC1,987,952-1023,8
ENSMUSG00000038205,PRKAB2,544,473-615,15
ENSMUSG00000040339,FAM102B,987,952-1023,8
ENSMUSG00000045326,FNDC7,544,473-615,15
ENSMUSG00000049565,AKNAD1,680,676-684,13
ENSMUSG00000040389,WDR47,950,948-952,9
ENSMUSG00000041570,CAMSAP2,544,473-615,15
ENSMUSG00000026270,CAPN10,1714,1660-1768,3
ENSMUSG00000026254,EIF4E2,>4290,>4290,0
ENSMUSG00000032377,PLSCR4,680,676-684,13
ENSMUSG00000019461,PLSCR3,680,676-684,13
ENSMUSG00000026253,CHRNG,454,435-473,16
ENSMUSG00000095577,GM6619,24,21-29,33
ENSMUSG00000036480,PRSS56,544,473-615,15
ENSMUSG00000094113,5430401F13RIK,24,21-29,33
ENSMUSG00000072889,NFXL1,987,952-1023,8
ENSMUSG00000046613,VWA5B2,1714,1660-1768,3
ENSMUSG00000033809,ALG3,1934,1768-2101,2
ENSMUSG00000051146,CAMK2N2,544,473-615,15
ENSMUSG00000115219,EEF1AKMT4,5,3-7,36
ENSMUSG00000041205,MAP6D1,544,473-615,15
ENSMUSG00000041215,YEATS2,1064,1023-1105,7
ENSMUSG00000043008,KLHL6,987,952-1023,8
ENSMUSG00000026273,MTERF4,544,473-615,15
ENSMUSG00000026274,PASK,987,952-1023,8
ENSMUSG00000027827,KCNAB1,>4290,>4290,0
ENSMUSG00000027763,MBNL1,645,615-676,14
ENSMUSG00000004364,CUL3,1934,1768-2101,2
ENSMUSG00000054702,AP1S3,454,435-473,16
ENSMUSG00000050711,SCG2,544,473-615,15
ENSMUSG00000032883,ACSL3,>4290,>4290,0
ENSMUSG00000004872,PAX3,544,473-615,15
ENSMUSG00000032537,EPHB1,645,615-676,14
ENSMUSG00000034220,GPC1,645,615-676,14
ENSMUSG00000054976,NYAP2,645,615-676,14
ENSMUSG00000022523,FGF12,680,676-684,13
ENSMUSG00000033918,PARL,1578,1496-1660,4
ENSMUSG00000027963,EXTL2,544,473-615,15
ENSMUSG00000040423,RC3H1,680,676-684,13
ENSMUSG00000033722,BC034090,544,473-615,15
ENSMUSG00000028717,TAL1,645,615-676,14
ENSMUSG00000027788,OTOL1,886,824-948,10
ENSMUSG00000027784,PPM1L,645,615-676,14
ENSMUSG00000027776,IL12A,244,177-312,20
ENSMUSG00000027777,SCHIP1,645,615-676,14
ENSMUSG00000102422,IQSCHFP,645,615-676,14
ENSMUSG00000075700,SELENOT,645,615-676,14
ENSMUSG00000028681,PTCH2,1578,1496-1660,4
ENSMUSG00000028683,EIF2B3,>4290,>4290,0
ENSMUSG00000028680,PLK3,645,615-676,14
ENSMUSG00000014226,CACYBP,987,952-1023,8
ENSMUSG00000058267,MRPS14,>4290,>4290,0
ENSMUSG00000015829,TNR,645,615-676,14
ENSMUSG00000032531,AMOTL2,544,473-615,15
ENSMUSG00000000731,AIRE,544,473-615,15
ENSMUSG00000032549,RAB6B,382,352-413,18
ENSMUSG00000049515,ESPNL,645,615-676,14
ENSMUSG00000014602,KIF1A,645,615-676,14
ENSMUSG00000026272,AGXT,>4290,>4290,0
ENSMUSG00000026279,THAP4,645,615-676,14
ENSMUSG00000026278,BOK,987,952-1023,8
ENSMUSG00000006390,ELOVL1,544,473-615,15
ENSMUSG00000006398,CDC20,1934,1768-2101,2
ENSMUSG00000026275,PPP1R7,14,8-21,34
ENSMUSG00000053774,UBXN7,1714,1660-1768,3
ENSMUSG00000032496,LTF,645,615-676,14
ENSMUSG00000050821,FAM131A,645,615-676,14
ENSMUSG00000044664,PRSS42,132,105-159,22
ENSMUSG00000058398,PRSS43,14,8-21,34
ENSMUSG00000032493,PRSS44,950,948-952,9
ENSMUSG00000048752,PRSS50,132,105-159,22
ENSMUSG00000056399,PRSS34,244,177-312,20
ENSMUSG00000047884,KLK9,168,159-177,21
ENSMUSG00000090658,PRSS47,168,159-177,21
ENSMUSG00000026125,PRSS39,168,159-177,21
ENSMUSG00000037529,PRSS40,168,159-177,21
ENSMUSG00000049719,PRSS46,93,90-96,24
ENSMUSG00000049620,PRSS33,244,177-312,20
ENSMUSG00000050762,PRSS27,950,948-952,9
ENSMUSG00000055193,KLK15,244,177-312,20
ENSMUSG00000020323,PRSS57,950,948-952,9
ENSMUSG00000030695,ALDOA,1934,1768-2101,2
ENSMUSG00000063129,ALDOART2,1934,1768-2101,2
ENSMUSG00000059343,ALDOART1,1934,1768-2101,2
ENSMUSG00000002844,ADPRH,645,615-676,14
ENSMUSG00000030738,EIF3C,454,435-473,16
ENSMUSG00000036892,PRODH2,1934,1768-2101,2
ENSMUSG00000030699,TBX6,987,952-1023,8
ENSMUSG00000026036,NIF3L1,1488,1480-1496,5
