"","transcript_id","mean_tajimasD","gene_id","gene_class"
"ENSMUST00000001812","ENSMUST00000001812",-0.701506928737402,"ENSMUSG00000001761","non-biased"
"ENSMUST00000001818","ENSMUST00000001818",-0.802361188572004,"ENSMUSG00000001767","young-biased"
"ENSMUST00000001824","ENSMUST00000001824",0.528029021116472,"ENSMUSG00000001773","non-biased"
"ENSMUST00000001825","ENSMUST00000001825",0.302930665201813,"ENSMUSG00000001774","young-biased"
"ENSMUST00000001854","ENSMUST00000001854",1.23580549102487,"ENSMUSG00000030495","non-biased"
"ENSMUST00000001900","ENSMUST00000001900",-0.0777083043354181,"ENSMUSG00000001844","old-biased"
"ENSMUST00000001921","ENSMUST00000001921",0.0631328632413098,"ENSMUSG00000001865","non-biased"
"ENSMUST00000001950","ENSMUST00000001950",0.108517576026809,"ENSMUSG00000025139","young-biased"
"ENSMUST00000001974","ENSMUST00000001974",-0.890485381152806,"ENSMUSG00000001909","non-biased"
"ENSMUST00000001975","ENSMUST00000001975",-1.16439105425337,"ENSMUSG00000001910","non-biased"
"ENSMUST00000001984","ENSMUST00000001984",-1.05386545588342,"ENSMUSG00000007209","non-biased"
"ENSMUST00000002008","ENSMUST00000002008",-0.0276245373820647,"ENSMUSG00000001943","non-biased"
"ENSMUST00000002011","ENSMUST00000002011",1.01273135543726,"ENSMUSG00000001946","non-biased"
"ENSMUST00000002013","ENSMUST00000002013",0.930260164714612,"ENSMUSG00000001948","non-biased"
"ENSMUST00000002025","ENSMUST00000002025",1.39798955632604,"ENSMUSG00000025519","non-biased"
"ENSMUST00000002063","ENSMUST00000002063",-0.556733850506572,"ENSMUSG00000001998","young-biased"
"ENSMUST00000002064","ENSMUST00000002064",-0.0899531703709788,"ENSMUSG00000001999","old-biased"
"ENSMUST00000002100","ENSMUST00000002100",-1.61128398065722,"ENSMUSG00000002032","non-biased"
"ENSMUST00000002180","ENSMUST00000002180",1.45004967406362,"ENSMUSG00000002111","non-biased"
"ENSMUST00000002259","ENSMUST00000002259",-0.663712294506359,"ENSMUSG00000002190","young-biased"
"ENSMUST00000002274","ENSMUST00000002274",-0.810017865428775,"ENSMUSG00000002204","non-biased"
"ENSMUST00000002275","ENSMUST00000002275",1.21478319247118,"ENSMUSG00000002205","non-biased"
"ENSMUST00000002280","ENSMUST00000002280",0.336394916959998,"ENSMUSG00000002210","non-biased"
"ENSMUST00000002284","ENSMUST00000002284",0.881302990178017,"ENSMUSG00000046223","non-biased"
"ENSMUST00000002291","ENSMUST00000002291",0.617373685977405,"ENSMUSG00000002221","non-biased"
"ENSMUST00000002298","ENSMUST00000002298",-1.36103002826946,"ENSMUSG00000002228","non-biased"
"ENSMUST00000002305","ENSMUST00000002305",-0.23147638741781,"ENSMUSG00000042599","non-biased"
"ENSMUST00000002336","ENSMUST00000002336",1.28317683275595,"ENSMUSG00000002266","non-biased"
"ENSMUST00000002412","ENSMUST00000002412",-0.22892560766172,"ENSMUSG00000002341","non-biased"
"ENSMUST00000002413","ENSMUST00000002413",-0.88136812663272,"ENSMUSG00000002342","non-biased"
"ENSMUST00000002418","ENSMUST00000002418",-0.533682539020981,"ENSMUSG00000002345","old-biased"
"ENSMUST00000002457","ENSMUST00000002457",-0.510377450201899,"ENSMUSG00000002384","non-biased"
"ENSMUST00000002466","ENSMUST00000002466",-0.802055323187383,"ENSMUSG00000002393","non-biased"
"ENSMUST00000002469","ENSMUST00000002469",-1.1905160252362,"ENSMUSG00000002396","non-biased"
"ENSMUST00000002473","ENSMUST00000002473",-0.470020084701711,"ENSMUSG00000031820","old-biased"
"ENSMUST00000002487","ENSMUST00000002487",-0.129324657731541,"ENSMUSG00000002413","non-biased"
"ENSMUST00000002495","ENSMUST00000002495",0.512939702931273,"ENSMUSG00000041420","non-biased"
"ENSMUST00000002502","ENSMUST00000002502",0.816169572437427,"ENSMUSG00000002428","non-biased"
"ENSMUST00000002625","ENSMUST00000002625",-1.39507350057411,"ENSMUSG00000002550","non-biased"
"ENSMUST00000002663","ENSMUST00000002663",0.642824259939953,"ENSMUSG00000002588","non-biased"
"ENSMUST00000002677","ENSMUST00000002677",0.280802735362524,"ENSMUSG00000002602","non-biased"
"ENSMUST00000002678","ENSMUST00000002678",0.618520294779841,"ENSMUSG00000002603","non-biased"
"ENSMUST00000002683","ENSMUST00000002683",-1.44070644432858,"ENSMUSG00000002608","non-biased"
"ENSMUST00000002708","ENSMUST00000002708",-0.591550124738783,"ENSMUSG00000002633","non-biased"
"ENSMUST00000002710","ENSMUST00000002710",0.581044401262777,"ENSMUSG00000002635","non-biased"
"ENSMUST00000002790","ENSMUST00000002790",0.984043259306688,"ENSMUSG00000002718","young-biased"
"ENSMUST00000002808","ENSMUST00000002808",0.78443765203279,"ENSMUSG00000002731","old-biased"
"ENSMUST00000002809","ENSMUST00000002809",-0.181975445304546,"ENSMUSG00000002732","old-biased"
"ENSMUST00000002825","ENSMUST00000002825",-1.26697034935933,"ENSMUSG00000002748","young-biased"
"ENSMUST00000002837","ENSMUST00000002837",0.489893788082731,"ENSMUSG00000063406","young-biased"
"ENSMUST00000002848","ENSMUST00000002848",0.886784357435632,"ENSMUSG00000002771","non-biased"
"ENSMUST00000002850","ENSMUST00000002850",0.561942441880706,"ENSMUSG00000030834","non-biased"
"ENSMUST00000002855","ENSMUST00000002855",0.743928200177623,"ENSMUSG00000002778","non-biased"
"ENSMUST00000002902","ENSMUST00000002902",-0.651705284588302,"ENSMUSG00000002825","non-biased"
"ENSMUST00000002976","ENSMUST00000002976",-0.694244271458776,"ENSMUSG00000002897","non-biased"
"ENSMUST00000002989","ENSMUST00000002989",-1.78003044182213,"ENSMUSG00000002910","non-biased"
"ENSMUST00000003017","ENSMUST00000003017",-0.375748201734609,"ENSMUSG00000029925","non-biased"
"ENSMUST00000003027","ENSMUST00000003027",-0.184663559442155,"ENSMUSG00000002948","non-biased"
"ENSMUST00000003029","ENSMUST00000003029",0.415345372003119,"ENSMUSG00000002949","non-biased"
"ENSMUST00000003038","ENSMUST00000003038",0.252997937994336,"ENSMUSG00000002957","non-biased"
"ENSMUST00000003061","ENSMUST00000003061",0.503177804493702,"ENSMUSG00000002980","old-biased"
"ENSMUST00000003071","ENSMUST00000003071",-1.31644966444422,"ENSMUSG00000074336","non-biased"
"ENSMUST00000003100","ENSMUST00000003100",0.379260340846803,"ENSMUSG00000052974","non-biased"
"ENSMUST00000003117","ENSMUST00000003117",-1.12911196916011,"ENSMUSG00000003033","old-biased"
"ENSMUST00000003135","ENSMUST00000003135",0.00188395937403753,"ENSMUSG00000003051","non-biased"
"ENSMUST00000003183","ENSMUST00000003183",0.620261289061938,"ENSMUSG00000003099","non-biased"
"ENSMUST00000003238","ENSMUST00000003238",-1.06467400851146,"ENSMUSG00000003154","young-biased"
"ENSMUST00000003284","ENSMUST00000003284",1.02361767538113,"ENSMUSG00000003184","non-biased"
"ENSMUST00000003290","ENSMUST00000003290",1.03821893973991,"ENSMUSG00000003190","old-biased"
"ENSMUST00000003360","ENSMUST00000003360",0.534893915020233,"ENSMUSG00000003273","non-biased"
"ENSMUST00000003369","ENSMUST00000003369",1.23467436109516,"ENSMUSG00000003282","non-biased"
"ENSMUST00000003370","ENSMUST00000003370",-0.549388622685177,"ENSMUSG00000003283","non-biased"
"ENSMUST00000003386","ENSMUST00000003386",0.238373437425705,"ENSMUSG00000003299","non-biased"
"ENSMUST00000003469","ENSMUST00000003469",-0.242453819875094,"ENSMUSG00000003379","non-biased"
"ENSMUST00000003509","ENSMUST00000003509",-0.649045453240694,"ENSMUSG00000003418","old-biased"
"ENSMUST00000003513","ENSMUST00000003513",0.554140602822324,"ENSMUSG00000003421","non-biased"
"ENSMUST00000003521","ENSMUST00000003521",-0.286989300919852,"ENSMUSG00000003429","non-biased"
"ENSMUST00000003527","ENSMUST00000003527",0.385892445050293,"ENSMUSG00000003435","non-biased"
"ENSMUST00000003529","ENSMUST00000003529",1.00544051816723,"ENSMUSG00000003437","non-biased"
"ENSMUST00000003536","ENSMUST00000003536",1.00544051816723,"ENSMUSG00000003444","non-biased"
"ENSMUST00000003544","ENSMUST00000003544",0.883013353805292,"ENSMUSG00000003452","non-biased"
"ENSMUST00000003550","ENSMUST00000003550",-0.53038344558492,"ENSMUSG00000003458","young-biased"
"ENSMUST00000003554","ENSMUST00000003554",-0.773266912094734,"ENSMUSG00000007122","non-biased"
"ENSMUST00000003569","ENSMUST00000003569",0.621758631359548,"ENSMUSG00000003477","non-biased"
"ENSMUST00000003572","ENSMUST00000003572",0.402467391129524,"ENSMUSG00000029777","non-biased"
"ENSMUST00000003574","ENSMUST00000003574",0.495610423023866,"ENSMUSG00000003484","non-biased"
"ENSMUST00000003575","ENSMUST00000003575",0.96225427602001,"ENSMUSG00000031799","non-biased"
"ENSMUST00000003640","ENSMUST00000003640",-1.16439105425337,"ENSMUSG00000003545","young-biased"
"ENSMUST00000003645","ENSMUST00000003645",-0.608848027680685,"ENSMUSG00000003549","old-biased"
"ENSMUST00000003659","ENSMUST00000003659",-1.10279500828548,"ENSMUSG00000031849","non-biased"
"ENSMUST00000003669","ENSMUST00000003669",-0.43002463268644,"ENSMUSG00000003573","non-biased"
"ENSMUST00000003705","ENSMUST00000003705",-0.13873342548736,"ENSMUSG00000003604","non-biased"
"ENSMUST00000003717","ENSMUST00000003717",-0.931594544773577,"ENSMUSG00000042476","non-biased"
"ENSMUST00000003720","ENSMUST00000003720",0.284436165972851,"ENSMUSG00000003623","non-biased"
"ENSMUST00000003754","ENSMUST00000003754",0.848144994217459,"ENSMUSG00000003657","old-biased"
"ENSMUST00000003759","ENSMUST00000003759",-0.0325503848123968,"ENSMUSG00000003662","non-biased"
"ENSMUST00000003808","ENSMUST00000003808",-1.16439105425337,"ENSMUSG00000038508","non-biased"
"ENSMUST00000003818","ENSMUST00000003818",0.753950129837271,"ENSMUSG00000003721","non-biased"
"ENSMUST00000003826","ENSMUST00000003826",0.242268472936612,"ENSMUSG00000032269","non-biased"
"ENSMUST00000003850","ENSMUST00000003850",-0.495667005160948,"ENSMUSG00000003752","young-biased"
"ENSMUST00000003857","ENSMUST00000003857",0.285269356442157,"ENSMUSG00000089832","non-biased"
"ENSMUST00000003860","ENSMUST00000003860",1.28387855460171,"ENSMUSG00000003762","non-biased"
"ENSMUST00000003906","ENSMUST00000003906",-0.150992304613933,"ENSMUSG00000003808","non-biased"
"ENSMUST00000003907","ENSMUST00000003907",-0.106583302182005,"ENSMUSG00000003809","non-biased"
"ENSMUST00000003910","ENSMUST00000003910",0.889346291039966,"ENSMUSG00000003812","non-biased"
"ENSMUST00000003912","ENSMUST00000003912",-0.0426039792722511,"ENSMUSG00000003814","young-biased"
"ENSMUST00000003946","ENSMUST00000003946",0.389492982123216,"ENSMUSG00000003848","young-biased"
"ENSMUST00000003947","ENSMUST00000003947",-0.506179854094495,"ENSMUSG00000003849","non-biased"
"ENSMUST00000003964","ENSMUST00000003964",0.247549075323887,"ENSMUSG00000003865","non-biased"
"ENSMUST00000003971","ENSMUST00000003971",0.61050537708714,"ENSMUSG00000003872","non-biased"
"ENSMUST00000004076","ENSMUST00000004076",0.46952253994794,"ENSMUSG00000003974","non-biased"
"ENSMUST00000004133","ENSMUST00000004133",0.0944569264874474,"ENSMUSG00000004031","non-biased"
"ENSMUST00000004201","ENSMUST00000004201",0.238030338104823,"ENSMUSG00000004098","old-biased"
"ENSMUST00000004202","ENSMUST00000004202",0.654676651053014,"ENSMUSG00000004099","young-biased"
"ENSMUST00000004203","ENSMUST00000004203",0.744233321199462,"ENSMUSG00000004100","non-biased"
"ENSMUST00000004206","ENSMUST00000004206",1.26175876486723,"ENSMUSG00000070319","old-biased"
"ENSMUST00000004208","ENSMUST00000004208",0.916269593599006,"ENSMUSG00000004105","non-biased"
"ENSMUST00000004343","ENSMUST00000004343",1.09749806037118,"ENSMUSG00000004233","non-biased"
"ENSMUST00000004375","ENSMUST00000004375",0.378414422767396,"ENSMUSG00000004264","non-biased"
"ENSMUST00000004377","ENSMUST00000004377",0.743497446922348,"ENSMUSG00000004266","non-biased"
"ENSMUST00000004379","ENSMUST00000004379",0.32402982857545,"ENSMUSG00000004268","old-biased"
"ENSMUST00000004381","ENSMUST00000004381",0.398019312737746,"ENSMUSG00000004270","non-biased"
"ENSMUST00000004392","ENSMUST00000004392",-0.757026808338288,"ENSMUSG00000029771","non-biased"
"ENSMUST00000004396","ENSMUST00000004396",-0.723561725158004,"ENSMUSG00000004285","old-biased"
"ENSMUST00000004430","ENSMUST00000004430",0.83085765247884,"ENSMUSG00000004319","non-biased"
"ENSMUST00000004494","ENSMUST00000004494",-0.526903951773671,"ENSMUSG00000031622","non-biased"
"ENSMUST00000004565","ENSMUST00000004565",-1.09010575865536,"ENSMUSG00000004451","old-biased"
"ENSMUST00000004587","ENSMUST00000004587",1.54417580400092,"ENSMUSG00000004473","non-biased"
"ENSMUST00000004622","ENSMUST00000004622",1.0196049138242,"ENSMUSG00000004508","non-biased"
"ENSMUST00000004646","ENSMUST00000004646",0.501632029216025,"ENSMUSG00000004530","non-biased"
"ENSMUST00000004683","ENSMUST00000004683",0.147397640875009,"ENSMUSG00000004567","non-biased"
"ENSMUST00000004686","ENSMUST00000004686",-0.754105126191176,"ENSMUSG00000069633","non-biased"
"ENSMUST00000004728","ENSMUST00000004728",1.19638291722617,"ENSMUSG00000004609","non-biased"
"ENSMUST00000004729","ENSMUST00000004729",1.03692941059537,"ENSMUSG00000004610","old-biased"
"ENSMUST00000004745","ENSMUST00000004745",1.41948748031302,"ENSMUSG00000004626","non-biased"
"ENSMUST00000004770","ENSMUST00000004770",-0.247877479856261,"ENSMUSG00000004651","non-biased"
"ENSMUST00000004774","ENSMUST00000004774",0.929331610835896,"ENSMUSG00000004655","non-biased"
"ENSMUST00000004936","ENSMUST00000004936",-0.768842059392138,"ENSMUSG00000004814","non-biased"
"ENSMUST00000004949","ENSMUST00000004949",1.33621548478142,"ENSMUSG00000027164","young-biased"
"ENSMUST00000004968","ENSMUST00000004968",1.20667957081253,"ENSMUSG00000004846","non-biased"
"ENSMUST00000004994","ENSMUST00000004994",0.770926670778971,"ENSMUSG00000004872","non-biased"
"ENSMUST00000005014","ENSMUST00000005014",-0.0182316138650942,"ENSMUSG00000004894","non-biased"
"ENSMUST00000005015","ENSMUST00000005015",-1.17415592823198,"ENSMUSG00000004895","non-biased"
"ENSMUST00000005016","ENSMUST00000005016",-0.0861022457553258,"ENSMUSG00000004896","non-biased"
"ENSMUST00000005017","ENSMUST00000005017",1.68049206978233,"ENSMUSG00000004897","old-biased"
"ENSMUST00000005019","ENSMUST00000005019",0.452778976688238,"ENSMUSG00000004885","non-biased"
"ENSMUST00000005066","ENSMUST00000005066",0.506385020611545,"ENSMUSG00000004936","non-biased"
"ENSMUST00000005073","ENSMUST00000005073",-0.938437925486336,"ENSMUSG00000004948","non-biased"
"ENSMUST00000005077","ENSMUST00000005077",1.5681878517907,"ENSMUSG00000004951","non-biased"
"ENSMUST00000005103","ENSMUST00000005103",1.64636810354215,"ENSMUSG00000029832","non-biased"
"ENSMUST00000005108","ENSMUST00000005108",-0.654884945446979,"ENSMUSG00000030180","young-biased"
"ENSMUST00000005164","ENSMUST00000005164",0.477396787143201,"ENSMUSG00000005034","non-biased"
"ENSMUST00000005218","ENSMUST00000005218",0.739685899656836,"ENSMUSG00000005087","non-biased"
"ENSMUST00000005233","ENSMUST00000005233",0.233283394023961,"ENSMUSG00000005102","old-biased"
"ENSMUST00000005234","ENSMUST00000005234",0.336089335562731,"ENSMUSG00000005103","non-biased"
"ENSMUST00000005262","ENSMUST00000005262",-0.898665391102065,"ENSMUSG00000005131","non-biased"
"ENSMUST00000005352","ENSMUST00000005352",-0.935245180671615,"ENSMUSG00000005220","non-biased"
"ENSMUST00000005413","ENSMUST00000005413",-0.252219909237888,"ENSMUSG00000052675","non-biased"
"ENSMUST00000005431","ENSMUST00000005431",1.14456222239286,"ENSMUSG00000005299","non-biased"
"ENSMUST00000005470","ENSMUST00000005470",-1.43602652495817,"ENSMUSG00000005338","old-biased"
"ENSMUST00000005509","ENSMUST00000005509",-0.123918738570476,"ENSMUSG00000007207","non-biased"
"ENSMUST00000005548","ENSMUST00000005548",1.30229090283509,"ENSMUSG00000005413","non-biased"
"ENSMUST00000005583","ENSMUST00000005583",1.0132427473158,"ENSMUSG00000005447","old-biased"
"ENSMUST00000005592","ENSMUST00000005592",-0.205608116139365,"ENSMUSG00000030468","non-biased"
"ENSMUST00000005600","ENSMUST00000005600",0.266370532979473,"ENSMUSG00000031706","non-biased"
"ENSMUST00000005601","ENSMUST00000005601",1.1640144588727,"ENSMUSG00000005465","non-biased"
"ENSMUST00000005606","ENSMUST00000005606",-0.183616255176419,"ENSMUSG00000005469","old-biased"
"ENSMUST00000005607","ENSMUST00000005607",-0.859293825831471,"ENSMUSG00000005470","non-biased"
"ENSMUST00000005620","ENSMUST00000005620",-0.237225981882795,"ENSMUSG00000005483","young-biased"
"ENSMUST00000005630","ENSMUST00000005630",0.515598132538883,"ENSMUSG00000005493","non-biased"
"ENSMUST00000005647","ENSMUST00000005647",-0.313805492702306,"ENSMUSG00000005510","old-biased"
"ENSMUST00000005651","ENSMUST00000005651",1.01810078957672,"ENSMUSG00000005514","non-biased"
"ENSMUST00000005671","ENSMUST00000005671",-0.747980494182161,"ENSMUSG00000005533","non-biased"
"ENSMUST00000005692","ENSMUST00000005692",1.186231801653,"ENSMUSG00000005553","non-biased"
"ENSMUST00000005705","ENSMUST00000005705",0.0851426387415842,"ENSMUSG00000005566","young-biased"
"ENSMUST00000005749","ENSMUST00000005749",-0.165509761438877,"ENSMUSG00000005609","young-biased"
"ENSMUST00000005769","ENSMUST00000005769",1.0860998153959,"ENSMUSG00000005628","non-biased"
"ENSMUST00000005810","ENSMUST00000005810",-0.287768692423787,"ENSMUSG00000005667","non-biased"
"ENSMUST00000005815","ENSMUST00000005815",0.460823636847928,"ENSMUSG00000005672","non-biased"
"ENSMUST00000005817","ENSMUST00000005817",0.246503906643499,"ENSMUSG00000005674","non-biased"
"ENSMUST00000005820","ENSMUST00000005820",-0.482246770608419,"ENSMUSG00000005677","non-biased"
"ENSMUST00000005830","ENSMUST00000005830",-0.34310408929179,"ENSMUSG00000005687","non-biased"
"ENSMUST00000005841","ENSMUST00000005841",-0.392177526330001,"ENSMUSG00000005698","young-biased"
"ENSMUST00000005849","ENSMUST00000005849",-0.330402053930664,"ENSMUSG00000005705","non-biased"
"ENSMUST00000005891","ENSMUST00000005891",-0.47340428306693,"ENSMUSG00000047884","non-biased"
"ENSMUST00000005923","ENSMUST00000005923",1.13971595711628,"ENSMUSG00000005779","old-biased"
"ENSMUST00000005950","ENSMUST00000005950",-0.706454500981722,"ENSMUSG00000049723","non-biased"
"ENSMUST00000005952","ENSMUST00000005952",-0.671964470549547,"ENSMUSG00000005802","non-biased"
"ENSMUST00000005953","ENSMUST00000005953",0.333170077103277,"ENSMUSG00000005803","non-biased"
"ENSMUST00000005954","ENSMUST00000005954",0.72250958974022,"ENSMUSG00000005804","non-biased"
"ENSMUST00000005964","ENSMUST00000005964",0.610648161588793,"ENSMUSG00000028138","non-biased"
"ENSMUST00000006037","ENSMUST00000006037",-0.316860600026663,"ENSMUSG00000005886","non-biased"
"ENSMUST00000006046","ENSMUST00000006046",2.15001824054305,"ENSMUSG00000005892","non-biased"
"ENSMUST00000006123","ENSMUST00000006123",-0.153103437823067,"ENSMUSG00000005968","non-biased"
"ENSMUST00000006128","ENSMUST00000006128",-0.632787192491984,"ENSMUSG00000005973","non-biased"
"ENSMUST00000006178","ENSMUST00000006178",0.0895875009212425,"ENSMUSG00000006021","old-biased"
"ENSMUST00000006181","ENSMUST00000006181",-0.388640535551399,"ENSMUSG00000006024","old-biased"
"ENSMUST00000006301","ENSMUST00000006301",-1.26966763597129,"ENSMUSG00000029703","non-biased"
"ENSMUST00000006311","ENSMUST00000006311",1.24229474586058,"ENSMUSG00000030353","non-biased"
"ENSMUST00000006367","ENSMUST00000006367",-0.756902633014005,"ENSMUSG00000006205","non-biased"
"ENSMUST00000006377","ENSMUST00000006377",1.1885735223251,"ENSMUSG00000006215","non-biased"
